commune,BDP/PBD,CSP/PCS,CVP/PDC,EVP/PEV,FDP/PLR (PRD),GLP/PVL,PdA/PST,SP/PS,SVP/UDC,EDU/UDF,GPS/PES,Lega,MCR,SD/DS,Sol.,Übrige/Autres
Gorgier,0.86,0.0,3.41,0.0,28.35,4.88,4.02,23.31,23.23,0.0,9.89,0.0,0.0,0.0,0.0,2.05
Gossau (SG),4.25,0.0,21.64,1.2,13.14,4.92,0.0,10.99,37.13,0.7,4.0,0.0,0.0,0.34,0.0,1.7
Gossau (ZH),4.78,0.0,3.53,7.09,14.76,6.06,0.03,13.84,38.69,5.17,4.06,0.0,0.0,0.12,0.0,1.88
Gottlieben,5.93,0.0,7.05,3.85,23.24,8.33,0.0,11.06,28.69,2.56,9.29,0.0,0.0,0.0,0.0,0.0
Goumoëns,1.48,0.0,2.37,0.32,29.9,6.15,0.0,16.1,30.15,0.14,9.5,0.0,0.0,0.18,1.34,2.35
Graben,13.12,0.0,2.03,0.96,4.3,5.2,0.21,8.44,54.17,2.44,5.13,0.0,0.0,1.93,0.0,2.07
Grabs,4.43,0.0,10.26,6.39,15.75,5.6,0.0,15.44,33.95,1.14,4.78,0.0,0.0,0.37,0.0,1.89
Grafschaft,0.0,0.13,53.39,0.0,1.83,0.0,0.0,8.88,31.98,0.0,3.79,0.0,0.0,0.0,0.0,0.0
Grancia,0.0,0.0,30.56,0.0,26.69,1.57,0.09,3.88,6.28,0.0,5.08,24.28,0.0,0.0,0.0,1.57
Grancy,2.34,0.0,2.85,0.2,34.86,4.54,0.0,18.14,24.46,0.05,9.68,0.0,0.0,0.0,0.31,2.55
Grandcour,5.07,0.0,2.15,0.56,34.62,2.34,0.0,12.25,32.77,2.24,4.28,0.0,0.0,0.37,0.52,2.82
Grandevent,2.45,0.0,3.17,1.81,16.54,2.97,0.0,13.82,33.98,0.45,19.7,0.0,0.0,0.06,0.13,4.91
Grandfontaine,0.0,2.86,41.04,0.0,7.79,0.0,0.52,25.45,15.58,0.0,5.71,0.0,0.0,0.0,0.0,1.04
Grandson,2.18,0.0,3.21,1.17,30.85,4.44,0.0,21.64,20.49,0.48,10.9,0.0,0.0,0.0,2.49,2.16
Grandval,7.34,0.0,1.22,10.44,4.48,1.63,4.36,14.43,39.99,5.79,9.05,0.0,0.0,0.16,0.0,1.1
Grandvillard,1.14,0.22,35.23,0.49,18.89,1.03,0.0,17.1,20.24,0.16,5.52,0.0,0.0,0.0,0.0,0.0
Granges (Veveyse),1.21,1.69,22.43,0.97,12.21,3.39,0.0,22.25,28.11,0.85,6.89,0.0,0.0,0.0,0.0,0.0
Granges-Paccot,0.8,1.91,23.09,0.64,12.89,3.22,0.0,27.24,21.45,0.44,8.32,0.0,0.0,0.0,0.0,0.0
Grangettes,0.42,0.84,22.36,0.0,12.24,1.48,0.0,15.19,45.99,0.21,1.27,0.0,0.0,0.0,0.0,0.0
Gravesano,0.0,0.0,12.99,0.0,29.05,0.89,0.12,9.18,13.79,0.0,2.89,29.11,0.0,0.0,0.0,2.0
Greifensee,4.58,0.0,5.85,3.08,16.42,10.4,0.25,22.54,26.09,2.63,5.95,0.0,0.0,0.08,0.0,2.11
Grellingen,1.43,0.0,16.25,1.83,10.34,1.64,0.0,21.45,36.78,0.58,9.37,0.0,0.0,0.0,0.0,0.33
Grenchen,5.38,0.0,9.13,0.73,19.51,4.83,0.0,22.6,32.93,0.91,2.91,0.0,0.0,0.0,0.0,1.07
Greng,1.97,0.66,6.07,0.66,18.69,3.93,0.0,19.02,48.2,0.0,0.82,0.0,0.0,0.0,0.0,0.0
Grengiols,0.0,0.19,50.83,0.0,7.18,0.0,0.0,8.08,30.58,0.0,3.01,0.0,0.0,0.0,0.0,0.13
Grens,5.18,0.0,4.96,3.94,27.06,4.58,0.0,17.57,22.05,1.4,10.89,0.0,0.0,0.0,1.19,1.19
Greppen,0.97,0.0,20.0,1.37,19.06,9.44,0.0,9.93,32.88,0.0,5.58,0.0,0.0,0.06,0.0,0.72
Gresso,0.0,0.0,11.11,0.0,43.98,0.0,0.0,15.28,3.7,0.0,3.7,18.52,0.0,0.0,0.0,3.7
Gretzenbach,3.59,0.0,12.09,2.1,18.11,2.98,0.0,19.55,36.68,0.46,3.67,0.0,0.0,0.0,0.0,0.77
Grimisuat,0.0,5.04,46.76,0.0,11.77,0.0,0.0,15.74,12.94,0.0,7.2,0.0,0.0,0.0,0.0,0.54
Grindel,4.43,0.0,10.6,0.58,17.53,3.56,0.0,7.61,47.5,1.73,5.39,0.0,0.0,0.0,0.0,1.06
Grindelwald,8.48,0.0,0.67,0.83,13.47,2.18,0.02,6.3,54.56,2.52,9.24,0.0,0.0,0.17,0.0,1.55
Grolley,0.67,1.31,32.18,0.47,13.16,1.55,0.0,22.54,23.01,0.89,4.24,0.0,0.0,0.0,0.0,0.0
Grono,6.32,0.0,18.74,0.0,10.31,2.11,0.0,21.51,41.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grossaffoltern,17.92,0.0,2.09,3.58,9.35,5.38,0.09,16.22,34.77,0.82,7.56,0.0,0.0,1.34,0.0,0.88
Grossdietwil,0.65,0.0,41.28,0.19,16.11,3.17,0.0,4.26,30.7,0.0,3.27,0.0,0.0,0.06,0.0,0.31
Grosshöchstetten,16.24,0.0,1.34,9.15,10.35,4.41,0.3,15.21,29.2,5.61,5.73,0.0,0.0,0.74,0.0,1.71
Grosswangen,0.86,0.0,34.5,0.22,25.49,3.21,0.0,4.73,27.56,0.0,2.99,0.0,0.0,0.18,0.0,0.27
Grub (AR),0.0,0.0,0.0,0.0,24.76,0.0,0.0,32.48,42.12,0.0,0.0,0.0,0.0,0.0,0.0,0.64
Gruyères,0.71,0.87,35.36,0.91,18.68,1.89,0.0,19.33,19.74,0.14,2.36,0.0,0.0,0.0,0.0,0.0
Gryon,2.38,0.0,8.59,0.4,28.94,4.16,0.0,15.36,25.97,0.7,8.6,0.0,0.0,0.03,2.82,2.05
Grächen,0.0,0.0,55.07,0.0,1.83,0.0,0.0,11.09,30.85,0.0,1.16,0.0,0.0,0.0,0.0,0.0
Gränichen,5.71,0.0,4.29,4.78,16.09,4.25,0.0,17.14,39.72,2.06,4.29,0.0,0.0,0.0,0.0,1.69
Grône,0.0,1.73,32.21,0.0,25.33,0.0,0.0,15.71,20.66,0.0,4.17,0.0,0.0,0.0,0.0,0.2
Grüningen,4.79,0.0,1.95,4.48,13.0,6.73,0.27,13.9,43.18,3.99,5.27,0.0,0.0,0.48,0.0,1.96
Grüsch,17.28,0.0,4.83,0.0,14.88,10.94,0.0,15.43,36.5,0.0,0.0,0.0,0.0,0.0,0.0,0.14
Gsteig,11.0,0.0,0.12,1.71,5.73,5.32,0.09,6.98,61.14,0.94,3.41,0.0,0.0,0.4,0.0,3.16
Gsteigwiler,11.51,0.0,1.23,5.32,3.09,4.14,0.03,14.14,41.68,5.75,11.71,0.0,0.0,0.0,0.0,1.41
Gudo,0.0,0.0,24.79,0.0,26.71,1.09,0.19,11.83,13.79,0.0,2.7,17.21,0.0,0.0,0.0,1.69
Guggisberg,7.68,0.0,0.62,4.04,2.03,2.13,0.68,9.32,59.14,5.24,6.26,0.0,0.0,0.54,0.0,2.31
Gunzgen,2.41,0.0,21.61,0.47,16.39,2.44,0.0,14.95,39.51,0.25,1.0,0.0,0.0,0.0,0.0,0.97
Gurbrü,9.01,0.0,2.59,2.76,2.22,3.29,0.07,13.11,57.11,2.32,4.44,0.0,0.0,2.76,0.0,0.34
Gurmels,2.96,1.03,26.59,1.08,9.12,5.14,0.0,15.9,33.29,0.89,4.0,0.0,0.0,0.0,0.0,0.0
Gurtnellen,0.0,0.0,52.4,0.0,0.0,0.0,0.0,0.0,29.81,0.0,15.87,0.0,0.0,0.0,0.0,1.92
Gurzelen,9.72,0.0,1.33,4.59,4.03,5.47,0.09,10.57,48.88,7.83,4.65,0.0,0.0,0.75,0.0,2.1
Guttannen,12.21,0.0,2.54,1.36,5.35,2.65,0.0,8.15,54.6,1.21,10.9,0.0,0.0,0.0,0.0,1.03
Guttet-Feschel,0.0,0.05,69.92,0.0,1.83,0.0,0.0,9.07,17.51,0.0,1.62,0.0,0.0,0.0,0.0,0.0
Gy,4.13,0.0,9.03,0.71,21.66,4.58,0.0,11.28,16.96,0.0,11.15,0.0,6.32,0.0,14.06,0.13
Gächlingen,0.0,0.0,0.0,0.0,8.67,0.0,0.0,20.0,43.86,24.22,1.2,0.0,0.0,0.0,0.0,2.05
Gänsbrunnen,2.17,0.0,23.91,4.35,27.39,0.43,0.0,2.61,36.09,0.0,3.04,0.0,0.0,0.0,0.0,0.0
Göschenen,0.0,0.0,54.24,0.0,0.0,0.0,0.0,0.0,28.81,0.0,12.43,0.0,0.0,0.0,0.0,4.52
Gündlischwand,18.24,0.0,0.44,1.13,9.54,1.86,0.08,7.28,49.53,1.9,8.9,0.0,0.0,0.04,0.0,1.05
Günsberg,3.78,0.0,8.59,0.72,24.21,2.4,0.0,17.17,37.5,0.38,4.91,0.0,0.0,0.0,0.0,0.34
Güttingen,3.78,0.0,10.85,1.68,10.61,5.97,0.0,11.84,47.02,2.55,5.61,0.0,0.0,0.0,0.0,0.09
Habkern,6.16,0.0,0.68,2.12,1.14,1.26,0.01,4.6,74.68,5.48,2.15,0.0,0.0,0.33,0.0,1.38
Habsburg,2.11,0.0,4.06,3.65,23.22,4.51,0.0,12.29,38.12,5.42,5.01,0.0,0.0,0.0,0.0,1.61
Hagenbuch,4.28,0.0,0.84,2.14,4.48,6.61,0.24,10.9,61.3,2.69,2.09,0.0,0.0,0.69,0.0,3.76
Hagneck,13.82,0.0,0.2,0.93,5.33,7.45,0.0,21.1,41.12,2.3,5.09,0.0,0.0,0.87,0.0,1.78
Haldenstein,22.9,0.0,5.91,0.0,9.74,20.16,0.0,19.79,21.35,0.0,0.0,0.0,0.0,0.0,0.0,0.16
Hallau,0.0,0.0,0.0,0.0,14.26,0.0,0.0,24.35,48.14,10.54,1.31,0.0,0.0,0.0,0.0,1.41
Hallwil,4.8,0.0,4.27,3.93,14.09,4.24,0.0,9.88,52.85,1.63,3.37,0.0,0.0,0.0,0.0,0.95
Halten,2.98,0.0,22.54,0.86,15.51,3.2,0.0,22.63,26.28,0.5,4.73,0.0,0.0,0.0,0.0,0.77
Hasle (LU),0.9,0.0,35.14,0.07,15.9,0.91,0.0,3.92,41.86,0.0,0.95,0.0,0.0,0.11,0.0,0.25
Hasle bei Burgdorf,17.08,0.0,0.77,6.27,4.96,4.59,0.35,10.7,40.52,6.73,6.14,0.0,0.0,0.4,0.0,1.49
Hasliberg,11.24,0.0,1.23,1.92,4.83,3.25,0.55,13.35,49.58,3.76,8.54,0.0,0.0,0.0,0.0,1.75
Hauenstein-Ifenthal,1.12,0.0,26.62,1.24,23.26,1.74,0.0,12.06,26.0,0.0,7.09,0.0,0.0,0.0,0.0,0.87
Hauptwil-Gottshaus,3.55,0.0,12.57,3.29,9.69,4.09,0.0,7.67,47.38,8.51,3.11,0.0,0.0,0.0,0.0,0.14
Hausen (AG),6.51,0.0,6.94,4.71,16.51,5.03,0.0,13.3,40.16,1.97,3.57,0.0,0.0,0.0,0.0,1.29
Hausen am Albis,4.66,0.0,2.88,2.57,12.79,8.75,0.19,19.39,34.94,1.64,8.02,0.0,0.0,0.18,0.0,3.98
Haut-Intyamon,1.05,0.92,30.2,0.03,18.17,1.05,0.0,18.46,25.11,0.99,4.01,0.0,0.0,0.0,0.0,0.0
Haut-Vully,2.74,0.49,10.12,0.41,29.88,10.61,0.0,15.93,25.36,0.44,4.0,0.0,0.0,0.0,0.0,0.0
Haute-Ajoie,0.0,1.48,47.2,0.0,12.46,0.0,1.27,15.42,14.36,0.0,7.39,0.0,0.0,0.0,0.0,0.42
Haute-Sorne,0.0,7.61,21.41,0.0,22.93,0.0,3.58,20.32,13.84,0.0,8.72,0.0,0.0,0.0,0.0,1.59
Hauterive (FR),0.63,2.3,25.28,0.77,13.57,1.92,0.0,26.39,23.56,0.24,5.35,0.0,0.0,0.0,0.0,0.0
Hauterive (NE),0.77,0.0,3.83,0.0,35.98,4.47,5.14,22.46,17.42,0.0,8.04,0.0,0.0,0.0,0.0,1.88
Hauteville,1.88,1.79,20.86,0.18,19.96,6.27,0.0,15.67,25.43,2.24,5.73,0.0,0.0,0.0,0.0,0.0
Hedingen,3.77,0.0,3.92,3.59,15.81,9.63,0.23,22.48,30.11,1.82,6.47,0.0,0.0,0.02,0.0,2.16
Hefenhofen,4.7,0.0,7.39,3.74,11.03,5.13,0.0,12.33,44.27,4.17,5.85,0.0,0.0,0.0,0.0,1.39
Heiden,0.0,0.0,0.0,0.0,28.39,0.0,0.0,37.44,32.91,0.0,0.0,0.0,0.0,0.0,0.0,1.26
Heiligenschwendi,9.16,0.0,0.67,10.96,4.02,4.28,0.0,12.2,47.2,5.85,4.55,0.0,0.0,0.18,0.0,0.92
Heimberg,11.6,0.0,2.31,6.81,7.06,4.69,0.02,14.13,40.19,6.33,4.97,0.0,0.0,0.35,0.0,1.55
Heimenhausen,18.76,0.0,1.34,3.62,7.7,5.1,0.07,12.14,42.28,2.1,3.2,0.0,0.0,0.6,0.0,3.09
Heimiswil,12.26,0.0,0.4,3.2,3.0,3.87,0.21,10.83,50.5,7.87,5.78,0.0,0.0,0.57,0.0,1.5
Heitenried,2.26,4.58,27.56,1.2,12.69,4.82,0.0,12.28,28.87,1.14,4.6,0.0,0.0,0.0,0.0,0.0
Hellikon,4.58,0.0,15.65,0.45,6.16,3.69,0.0,7.92,56.85,0.24,2.89,0.0,0.0,0.0,0.0,1.57
Hellsau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hemberg,5.34,0.0,15.25,2.27,14.77,4.1,0.0,5.79,42.02,3.62,5.93,0.0,0.0,0.18,0.0,0.73
Hemishofen,0.0,0.0,0.0,0.0,11.44,0.0,0.0,19.22,55.96,3.65,8.03,0.0,0.0,0.0,0.0,1.7
Hemmiken,1.37,0.0,2.43,0.76,8.21,1.37,0.0,12.01,54.71,0.0,19.15,0.0,0.0,0.0,0.0,0.0
Hendschiken,9.5,0.0,5.13,2.2,9.94,3.46,0.0,16.75,48.48,0.21,3.36,0.0,0.0,0.0,0.0,0.96
Henggart,4.78,0.0,2.21,7.05,13.5,8.55,0.03,15.41,37.78,4.26,4.95,0.0,0.0,0.0,0.0,1.5
Henniez,6.8,0.0,1.26,1.75,25.85,6.22,0.0,16.91,31.2,0.1,2.72,0.0,0.0,0.1,1.85,5.25
Herbetswil,1.53,0.0,45.12,0.19,15.0,1.85,0.0,7.08,26.04,0.0,1.6,0.0,0.0,0.0,0.0,1.6
Herbligen,9.46,0.0,0.56,8.39,5.22,5.89,0.03,8.88,41.13,13.92,3.91,0.0,0.0,0.08,0.0,2.53
Herdern,3.36,0.0,18.28,0.97,9.71,6.62,0.0,9.85,45.87,1.46,3.84,0.0,0.0,0.0,0.0,0.04
Hergiswil (NW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.41,0.0,0.0,0.0,0.0,0.0,0.0,14.59
Hergiswil bei Willisau,0.38,0.0,44.47,0.2,12.59,1.29,0.0,1.93,37.07,0.0,1.85,0.0,0.0,0.1,0.0,0.13
Herisau,0.0,0.0,0.0,0.0,29.08,0.0,0.0,26.78,42.8,0.0,0.0,0.0,0.0,0.0,0.0,1.34
Hermance,11.56,0.0,14.23,0.45,26.07,3.34,0.0,12.0,14.33,0.06,7.2,0.0,3.69,0.0,7.0,0.06
Hermenches,2.42,0.0,1.98,1.48,28.59,2.64,0.0,13.03,41.29,0.33,6.1,0.0,0.0,0.16,0.82,1.15
Hermiswil,26.38,0.0,0.19,0.19,4.38,11.33,0.0,8.29,23.43,21.9,3.52,0.0,0.0,0.0,0.0,0.38
Hermrigen,13.82,0.0,1.82,3.52,5.82,2.46,0.0,5.58,60.85,1.17,4.48,0.0,0.0,0.08,0.0,0.4
Herrliberg,2.27,0.0,3.66,0.94,32.17,6.87,0.1,8.98,38.54,0.28,3.89,0.0,0.0,0.18,0.0,2.12
Hersberg,6.49,0.0,3.54,2.72,9.68,3.07,0.0,14.4,42.98,1.65,15.11,0.0,0.0,0.0,0.0,0.35
Herznach,5.99,0.0,5.39,2.44,10.95,4.14,0.0,14.34,47.19,0.85,5.87,0.0,0.0,0.0,0.0,2.84
Herzogenbuchsee,15.85,0.0,1.67,3.99,12.38,5.98,0.23,20.16,29.87,1.43,6.58,0.0,0.0,0.47,0.0,1.37
Hettlingen,4.93,0.0,3.8,3.62,19.52,12.52,0.08,12.37,34.14,1.6,4.62,0.0,0.0,0.18,0.0,2.62
Hildisrieden,1.44,0.0,32.84,0.55,19.21,6.45,0.0,6.53,29.12,0.0,3.26,0.0,0.0,0.03,0.0,0.57
Hilterfingen,11.74,0.0,1.78,5.37,14.37,7.66,0.38,16.19,27.96,3.3,9.92,0.0,0.0,0.39,0.0,0.95
Himmelried,2.02,0.0,13.78,0.05,17.53,4.27,0.0,14.94,37.61,0.05,9.13,0.0,0.0,0.0,0.0,0.62
Hindelbank,13.93,0.0,1.87,5.13,8.18,7.55,0.1,13.83,40.33,2.27,4.93,0.0,0.0,0.64,0.0,1.23
Hinterrhein,69.1,0.0,3.37,0.0,10.67,1.69,0.0,0.0,15.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hinwil,4.32,0.0,3.76,4.06,11.73,6.67,0.14,13.93,43.9,4.09,5.05,0.0,0.0,0.08,0.0,2.27
Hirschthal,4.21,0.0,4.24,4.81,16.24,5.6,0.0,11.19,48.22,1.91,2.71,0.0,0.0,0.0,0.0,0.88
Hirzel,5.17,0.0,6.67,3.06,13.85,11.51,0.05,15.53,33.61,3.35,4.16,0.0,0.0,0.26,0.0,2.78
Hittnau,5.2,0.0,3.54,4.76,11.03,7.21,0.1,12.94,41.07,5.24,6.2,0.0,0.0,0.28,0.0,2.43
Hitzkirch,1.41,0.0,29.39,0.47,15.34,4.31,0.0,9.99,32.92,0.0,5.61,0.0,0.0,0.02,0.0,0.53
Hochdorf,1.33,0.0,31.27,0.42,16.98,5.28,0.0,11.05,26.84,0.0,5.88,0.0,0.0,0.16,0.0,0.78
Hochfelden,3.8,0.0,2.03,4.32,7.98,3.98,0.17,17.31,49.15,6.0,3.4,0.0,0.0,0.05,0.0,1.81
Hochwald,2.42,0.0,14.42,1.57,19.23,4.08,0.0,15.45,28.78,0.33,12.03,0.0,0.0,0.0,0.0,1.69
Hofstetten (ZH),4.39,0.0,0.66,8.27,3.97,4.96,0.0,7.3,61.59,4.69,1.22,0.0,0.0,0.52,0.0,2.43
Hofstetten bei Brienz,17.82,0.0,0.21,3.81,5.04,1.97,0.06,14.2,42.75,2.82,9.28,0.0,0.0,0.4,0.0,1.65
Hofstetten-Flüh,3.24,0.0,17.72,1.15,22.88,3.61,0.0,16.59,27.52,0.6,5.67,0.0,0.0,0.0,0.0,1.04
Hohenrain,0.99,0.0,32.16,1.13,9.51,4.32,0.0,7.36,39.52,0.0,4.01,0.0,0.0,0.04,0.0,0.95
Hohentannen,1.31,0.0,8.12,2.32,5.96,6.65,0.0,6.88,55.99,8.82,3.87,0.0,0.0,0.0,0.0,0.08
Holderbank (AG),4.52,0.0,4.54,2.34,12.42,3.52,0.0,8.94,60.07,1.06,1.66,0.0,0.0,0.0,0.0,0.92
Holderbank (SO),4.69,0.0,20.73,0.61,20.27,2.12,0.0,7.72,38.65,0.08,3.93,0.0,0.0,0.0,0.0,1.21
Holziken,4.67,0.0,2.94,3.89,10.22,2.84,0.0,9.05,62.59,1.54,0.96,0.0,0.0,0.0,0.0,1.31
Homberg,4.34,0.0,1.59,6.53,1.44,2.61,0.32,4.35,63.7,9.49,3.83,0.0,0.0,0.3,0.0,1.49
Hombrechtikon,4.73,0.0,3.6,4.17,13.27,7.63,0.07,15.17,39.05,3.86,5.22,0.0,0.0,0.41,0.0,2.82
Homburg,4.08,0.0,12.69,2.1,7.05,3.99,0.0,6.51,56.21,4.32,2.94,0.0,0.0,0.0,0.0,0.12
Honau,0.47,0.0,20.47,0.7,10.55,5.63,0.0,12.89,40.55,0.0,6.41,0.0,0.0,1.72,0.0,0.63
Horgen,3.92,0.0,5.81,2.86,20.02,8.06,0.13,18.64,31.49,1.09,5.17,0.0,0.0,0.1,0.0,2.71
Horn,4.56,0.0,13.81,1.45,20.92,4.58,0.0,11.3,39.04,1.02,3.04,0.0,0.0,0.0,0.0,0.29
Hornussen,4.85,0.0,16.6,2.6,6.28,3.47,0.0,13.27,46.77,1.27,2.67,0.0,0.0,0.0,0.0,2.23
Horrenbach-Buchen,5.3,0.0,0.13,0.72,1.89,1.11,0.0,0.75,84.49,3.58,1.37,0.0,0.0,0.23,0.0,0.46
Horriwil,4.81,0.0,17.12,1.28,18.67,4.71,0.0,19.59,29.2,0.59,3.16,0.0,0.0,0.0,0.0,0.87
Horw,1.59,0.0,19.42,0.91,19.13,6.32,0.0,15.75,27.1,0.0,8.99,0.0,0.0,0.13,0.0,0.65
Hospental,0.0,0.0,48.19,0.0,0.0,0.0,0.0,0.0,37.35,0.0,14.46,0.0,0.0,0.0,0.0,0.0
Hubersdorf,5.17,0.0,21.64,0.0,24.82,5.81,0.0,13.76,19.97,0.32,6.68,0.0,0.0,0.0,0.0,1.83
Humlikon,4.32,0.0,1.77,2.87,15.03,7.54,0.03,9.36,50.01,4.78,2.77,0.0,0.0,0.0,0.0,1.52
Hundwil,0.0,0.0,0.0,0.0,21.38,0.0,0.0,13.45,64.83,0.0,0.0,0.0,0.0,0.0,0.0,0.34
Hunzenschwil,5.72,0.0,3.9,3.85,14.43,3.53,0.0,11.4,50.59,0.9,3.6,0.0,0.0,0.0,0.0,2.1
Huttwil,15.12,0.0,1.44,4.29,7.79,5.21,0.15,14.26,37.87,7.42,4.48,0.0,0.0,0.52,0.0,1.44
Häfelfingen,2.91,0.0,2.91,2.12,10.85,1.06,0.0,11.9,38.62,0.79,26.19,0.0,0.0,0.0,0.0,2.65
Hägendorf,3.8,0.0,13.46,1.15,23.2,3.61,0.0,14.85,34.89,0.27,3.4,0.0,0.0,0.0,0.0,1.37
Häggenschwil,3.3,0.0,32.98,1.87,12.44,3.82,0.0,7.49,32.37,0.33,3.35,0.0,0.0,0.52,0.0,1.54
Hägglingen,5.6,0.0,13.76,1.06,14.23,4.91,0.0,11.81,41.19,1.37,4.42,0.0,0.0,0.0,0.0,1.65
Härkingen,2.74,0.0,17.13,1.25,19.25,3.82,0.0,9.96,43.4,0.35,1.19,0.0,0.0,0.0,0.0,0.9
Häutligen,11.78,0.0,1.26,5.45,3.19,1.55,0.08,4.03,65.45,3.35,1.26,0.0,0.0,1.72,0.0,0.88
Hérémence,0.0,0.91,43.64,0.0,8.68,0.0,0.0,8.28,36.07,0.0,2.27,0.0,0.0,0.0,0.0,0.16
Höchstetten,17.56,0.0,0.64,0.8,5.79,3.05,0.15,9.11,55.17,1.11,4.62,0.0,0.0,0.82,0.0,1.17
Hölstein,2.8,0.0,4.27,5.03,16.17,2.2,0.0,20.88,32.27,1.33,14.32,0.0,0.0,0.0,0.0,0.74
Höri,2.74,0.0,1.63,3.65,7.84,5.92,0.01,10.42,57.56,4.55,2.67,0.0,0.0,0.21,0.0,2.81
Hünenberg,0.0,0.0,32.75,0.0,17.17,3.5,0.0,13.56,27.65,0.0,4.64,0.0,0.0,0.0,0.0,0.73
Hüniken,4.47,0.0,22.76,0.41,13.41,2.03,0.0,30.89,20.73,0.0,4.47,0.0,0.0,0.0,0.0,0.81
Hüntwangen,5.56,0.0,1.84,2.38,12.48,6.39,0.05,16.31,46.07,2.41,3.31,0.0,0.0,0.3,0.0,2.89
Hütten,6.28,0.0,5.34,3.86,6.69,6.82,0.0,10.12,54.37,1.74,2.88,0.0,0.0,0.02,0.0,1.87
Hüttikon,1.95,0.0,5.28,2.36,16.8,4.48,0.0,9.06,53.74,1.39,3.47,0.0,0.0,0.06,0.0,1.41
Hüttlingen,6.13,0.0,11.11,2.72,4.87,6.39,0.0,12.47,46.67,3.2,6.23,0.0,0.0,0.0,0.0,0.21
Hüttwilen,4.62,0.0,14.89,2.76,14.2,6.24,0.0,11.18,37.67,2.76,5.57,0.0,0.0,0.0,0.0,0.11
Icogne,0.0,0.64,22.19,0.0,18.56,0.0,0.0,24.43,21.43,0.0,12.69,0.0,0.0,0.0,0.0,0.06
Iffwil,26.48,0.0,0.8,3.87,7.02,4.31,0.02,7.2,38.25,1.75,8.64,0.0,0.0,0.09,0.0,1.57
Ilanz/Glion,10.18,0.0,36.31,0.0,7.91,5.34,0.0,12.38,27.85,0.0,0.0,0.0,0.0,0.0,0.0,0.01
Illgau,0.0,0.0,24.86,0.0,9.78,2.0,0.0,4.57,58.06,0.0,0.72,0.0,0.0,0.0,0.0,0.0
Illnau-Effretikon,4.63,0.0,3.63,3.93,13.23,7.38,0.1,19.27,35.66,2.7,6.64,0.0,0.0,0.23,0.0,2.6
Inden,0.0,0.0,67.35,0.0,2.55,0.0,0.0,8.16,21.17,0.0,0.77,0.0,0.0,0.0,0.0,0.0
Ingenbohl,0.0,0.0,25.72,0.0,20.26,2.31,0.0,15.37,34.32,0.0,2.02,0.0,0.0,0.0,0.0,0.0
Inkwil,15.3,0.0,1.32,5.18,4.45,6.19,0.1,15.73,39.47,3.71,4.57,0.0,0.0,0.74,0.0,3.24
Innerthal,0.0,0.0,35.87,0.0,10.6,2.17,0.0,5.71,44.29,0.0,1.36,0.0,0.0,0.0,0.0,0.0
Innertkirchen,11.2,0.0,1.75,0.93,3.38,2.38,0.0,9.02,62.15,0.61,7.5,0.0,0.0,0.26,0.0,0.84
Ins,13.84,0.0,1.59,1.85,10.05,5.66,0.68,19.74,34.63,1.03,8.42,0.0,0.0,0.52,0.0,1.98
Interlaken,14.32,0.0,1.51,6.14,11.35,4.15,0.34,18.57,30.67,2.23,7.9,0.0,0.0,0.69,0.0,2.13
Inwil,1.72,0.0,26.8,0.19,20.78,5.61,0.0,6.67,34.26,0.0,3.47,0.0,0.0,0.23,0.0,0.26
Ipsach,12.13,0.0,1.79,2.43,13.77,7.24,0.17,22.03,30.68,0.99,6.7,0.0,0.0,0.2,0.0,1.87
Iragna,0.0,0.0,14.42,0.0,21.74,0.55,0.67,22.47,5.03,0.0,0.61,26.89,0.0,0.0,0.0,7.63
Iseltwald,16.2,0.0,0.19,2.78,4.1,2.47,0.0,8.66,55.03,3.94,4.63,0.0,0.0,0.16,0.0,1.84
Isenthal,0.0,0.0,53.5,0.0,0.0,0.0,0.0,0.0,28.0,0.0,17.0,0.0,0.0,0.0,0.0,1.5
Islisberg,4.77,0.0,12.08,2.02,10.4,7.11,0.0,12.68,43.43,0.52,4.16,0.0,0.0,0.0,0.0,2.83
Isone,0.0,0.0,43.55,0.0,14.65,0.06,0.06,1.11,12.08,0.0,1.23,22.8,0.0,0.0,0.0,4.45
Isorno,0.0,0.0,10.34,0.0,31.29,3.32,0.0,24.27,9.2,0.0,7.66,11.62,0.0,0.0,0.0,2.3
Isérables,0.0,0.28,22.36,0.0,51.26,0.0,0.0,5.68,18.52,0.0,1.87,0.0,0.0,0.0,0.0,0.03
Itingen,2.47,0.0,2.72,1.9,14.81,2.9,0.0,20.09,32.63,0.57,21.37,0.0,0.0,0.0,0.0,0.55
Ittigen,12.3,0.0,2.98,4.96,16.39,6.18,0.56,19.83,25.29,1.56,8.03,0.0,0.0,0.32,0.0,1.6
Jaberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jaun,1.66,0.06,19.17,0.83,10.17,1.05,0.0,5.47,56.13,3.04,2.43,0.0,0.0,0.0,0.0,0.0
